Category,Forum Name,Title,Tags,Ravelry Link/Message,Catbox Link,Date Created
Designer A-F,amy-christoffers,Beryl,,https://www.ravelry.com/patterns/library/beryl-9,[<Message id=1384244027200901263 channel=<Thread id=1384244027200901263 name='Beryl' parent=amy-christoffers owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 18:51:34
Designer A-F,amy-christoffers,Cali,Home,https://www.ravelry.com/patterns/library/cali-6,[<Message id=1384244033437569096 channel=<Thread id=1384244033437569096 name='Cali' parent=amy-christoffers owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 18:51:35
Designer A-F,amy-christoffers,Ariana,,https://www.ravelry.com/patterns/library/ariana-11,[<Message id=1384243991629005051 channel=<Thread id=1384243991629005051 name='Ariana' parent=amy-christoffers owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 18:51:25
Designer A-F,amy-christoffers,Adara,,https://www.ravelry.com/patterns/library/adara-3,[<Message id=1384243989947093116 channel=<Thread id=1384243989947093116 name='Adara' parent=amy-christoffers owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 18:51:25
Designer A-F,amy-christoffers,Pressed Flowers Socks,,https://www.ravelry.com/patterns/library/pressed-flowers-socks-2,[<Message id=1384060591815262289 channel=<Thread id=1384060591815262289 name='Pressed Flowers Socks' parent=amy-christoffers owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 06:42:39
Designer A-F,amy-christoffers,Pomme de pin Cardigan,,https://www.ravelry.com/patterns/library/pomme-de-pin-cardigan,[<Message id=1384060582189338708 channel=<Thread id=1384060582189338708 name='Pomme de pin Cardigan' parent=amy-christoffers owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 06:42:37
Designer A-F,amy-christoffers,Pheasant Pullover,,https://www.ravelry.com/patterns/library/pheasant-pullover,[<Message id=1384060579978678394 channel=<Thread id=1384060579978678394 name='Pheasant Pullover' parent=amy-christoffers owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 06:42:36
Designer A-F,amy-christoffers,Pressed Flowers,,https://www.ravelry.com/patterns/library/pressed-flowers-3,[<Message id=1384060584336818219 channel=<Thread id=1384060584336818219 name='Pressed Flowers' parent=amy-christoffers owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 06:42:37
Designer A-F,amy-christoffers,Lunenburg Pullover,,https://www.ravelry.com/patterns/library/lunenburg-pullover,[<Message id=1384060576468176949 channel=<Thread id=1384060576468176949 name='Lunenburg Pullover' parent=amy-christoffers owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 06:42:36
Designer A-F,amy-christoffers,Langley,,https://www.ravelry.com/patterns/library/langley,[<Message id=1384060549985341531 channel=<Thread id=1384060549985341531 name='Langley' parent=amy-christoffers owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 06:42:29
Designer A-F,amy-christoffers,Paulie Cardigan,,https://www.ravelry.com/patterns/library/paulie-cardigan,[<Message id=1384060578284306553 channel=<Thread id=1384060578284306553 name='Paulie Cardigan' parent=amy-christoffers owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 06:42:36
Designer A-F,amy-christoffers,Pressed Flowers Cardigan,,https://www.ravelry.com/patterns/library/pressed-flowers-cardigan-2,[<Message id=1384060586169598002 channel=<Thread id=1384060586169598002 name='Pressed Flowers Cardigan' parent=amy-christoffers owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 06:42:38
Designer A-F,amy-christoffers,Pressed Flowers Mittens,,https://www.ravelry.com/patterns/library/pressed-flowers-mittens,[<Message id=1384060587524489238 channel=<Thread id=1384060587524489238 name='Pressed Flowers Mittens' parent=amy-christoffers owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 06:42:38
Designer A-F,amy-christoffers,Hesper Shawl,,https://www.ravelry.com/patterns/library/hesper-shawl,[<Message id=1384060545828655136 channel=<Thread id=1384060545828655136 name='Hesper Shawl' parent=amy-christoffers owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 06:42:28
Designer A-F,amy-christoffers,Pressed Flowers Pullover,,https://www.ravelry.com/patterns/library/pressed-flowers-pullover,[<Message id=1384060589743018015 channel=<Thread id=1384060589743018015 name='Pressed Flowers Pullover' parent=amy-christoffers owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 06:42:39
Designer A-F,amy-christoffers,Fitzgerald,,https://www.ravelry.com/patterns/library/fitzgerald-4,[<Message id=1384060538354405419 channel=<Thread id=1384060538354405419 name='Fitzgerald' parent=amy-christoffers owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 06:42:26
Designer A-F,amy-christoffers,Chiara,,https://www.ravelry.com/patterns/library/chiara-5,[<Message id=1384060532910198857 channel=<Thread id=1384060532910198857 name='Chiara' parent=amy-christoffers owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 06:42:25
Designer A-F,amy-christoffers,Felix Pullover,,https://www.ravelry.com/patterns/library/felix-pullover,[<Message id=1384060536844587020 channel=<Thread id=1384060536844587020 name='Felix Pullover' parent=amy-christoffers owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 06:42:26
Designer A-F,amy-christoffers,Iras,,https://www.ravelry.com/patterns/library/iras-2,[<Message id=1384060547808493579 channel=<Thread id=1384060547808493579 name='Iras' parent=amy-christoffers owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 06:42:29
Designer A-F,amy-christoffers,Cali,,https://www.ravelry.com/patterns/library/cali-6,[<Message id=1384060514870759478 channel=<Thread id=1384060514870759478 name='Cali' parent=amy-christoffers owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 06:42:21
Designer A-F,amy-christoffers,Bloomfield,,https://www.ravelry.com/patterns/library/bloomfield-4,[<Message id=1384060512626671687 channel=<Thread id=1384060512626671687 name='Bloomfield' parent=amy-christoffers owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 06:42:20
Designer A-F,amy-christoffers,Grouse Creek,,https://www.ravelry.com/patterns/library/grouse-creek,[<Message id=1384060543945670719 channel=<Thread id=1384060543945670719 name='Grouse Creek' parent=amy-christoffers owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 06:42:28
Designer A-F,amy-christoffers,Beryl,,https://www.ravelry.com/patterns/library/beryl-9,[<Message id=1384060511007670352 channel=<Thread id=1384060511007670352 name='Beryl' parent=amy-christoffers owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 06:42:20
Designer A-F,amy-christoffers,Felix Cardigan,,https://www.ravelry.com/patterns/library/felix-cardigan,[<Message id=1384060535103819796 channel=<Thread id=1384060535103819796 name='Felix Cardigan' parent=amy-christoffers owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 06:42:26
Designer A-F,amy-christoffers,Gracefield,,https://www.ravelry.com/patterns/library/gracefield,[<Message id=1384060542133469187 channel=<Thread id=1384060542133469187 name='Gracefield' parent=amy-christoffers owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 06:42:27
Designer A-F,amy-christoffers,Goldfish Mittens,,https://www.ravelry.com/patterns/library/goldfish-mittens,[<Message id=1384060540548157511 channel=<Thread id=1384060540548157511 name='Goldfish Mittens' parent=amy-christoffers owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 06:42:27
Designer A-F,amy-christoffers,Ariana,,https://www.ravelry.com/patterns/library/ariana-11,[<Message id=1384060508746944566 channel=<Thread id=1384060508746944566 name='Ariana' parent=amy-christoffers owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 06:42:19
Designer A-F,amy-christoffers,Adara,,https://www.ravelry.com/patterns/library/adara-3,[<Message id=1384060506935005225 channel=<Thread id=1384060506935005225 name='Adara' parent=amy-christoffers owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 06:42:19
Designer A-F,andrea-mowry,Zig,,https://www.ravelry.com/patterns/library/zig-3,[<Message id=1384249163696570418 channel=<Thread id=1384249163696570418 name='Zig' parent=andrea-mowry owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 19:11:58
Designer A-F,andrea-mowry,What the Fade?!,Neckwear,https://www.ravelry.com/patterns/library/what-the-fade,[<Message id=1384249156411068567 channel=<Thread id=1384249156411068567 name='What the Fade?!' parent=andrea-mowry owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 19:11:56
Designer A-F,andrea-mowry,Wanderers Slippers,Socks,https://www.ravelry.com/patterns/library/wanderers-slippers,[<Message id=1384249154762575952 channel=<Thread id=1384249154762575952 name='Wanderers Slippers' parent=andrea-mowry owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 19:11:56
Designer A-F,andrea-mowry,Wool & Honey,,https://www.ravelry.com/patterns/library/wool--honey,[<Message id=1384249161133719665 channel=<Thread id=1384249161133719665 name='Wool & Honey' parent=andrea-mowry owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 19:11:58
Designer A-F,andrea-mowry,Vintage '83,,https://www.ravelry.com/patterns/library/vintage-83,"[<Message id=1384249122969616597 channel=<Thread id=1384249122969616597 name=""Vintage '83"" parent=andrea-mowry owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>]",2025-06-16 19:11:49
Designer A-F,andrea-mowry,Winters Beach Cardi,,https://www.ravelry.com/patterns/library/winters-beach-cardi,[<Message id=1384249158164283522 channel=<Thread id=1384249158164283522 name='Winters Beach Cardi' parent=andrea-mowry owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 19:11:57
Designer A-F,andrea-mowry,The Weekender,,https://www.ravelry.com/patterns/library/the-weekender-5,[<Message id=1384249114010587297 channel=<Thread id=1384249114010587297 name='The Weekender' parent=andrea-mowry owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 19:11:46
Designer A-F,andrea-mowry,Vellichor,,https://www.ravelry.com/patterns/library/vellichor,[<Message id=1384249120990040208 channel=<Thread id=1384249120990040208 name='Vellichor' parent=andrea-mowry owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 19:11:48
Designer A-F,andrea-mowry,The Weekender Crew,,https://www.ravelry.com/patterns/library/the-weekender-crew,[<Message id=1384249115600224437 channel=<Thread id=1384249115600224437 name='The Weekender Crew' parent=andrea-mowry owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 19:11:47
Designer A-F,andrea-mowry,The Traveler Shawl,Neckwear,https://www.ravelry.com/patterns/library/the-traveler-shawl-3,[<Message id=1384249111410118678 channel=<Thread id=1384249111410118678 name='The Traveler Shawl' parent=andrea-mowry owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 19:11:46
Designer A-F,andrea-mowry,Thru Lines,Neckwear,https://www.ravelry.com/patterns/library/thru-lines,[<Message id=1384249117286469784 channel=<Thread id=1384249117286469784 name='Thru Lines' parent=andrea-mowry owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 19:11:47
Designer A-F,andrea-mowry,The Traveler Cowl,Neckwear,https://www.ravelry.com/patterns/library/the-traveler-cowl,[<Message id=1384249076656111747 channel=<Thread id=1384249076656111747 name='The Traveler Cowl' parent=andrea-mowry owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 19:11:37
Designer A-F,andrea-mowry,Untangled,Neckwear,https://www.ravelry.com/patterns/library/untangled-3,[<Message id=1384249119039553798 channel=<Thread id=1384249119039553798 name='Untangled' parent=andrea-mowry owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 19:11:48
Designer A-F,andrea-mowry,The Traveler,,https://www.ravelry.com/patterns/library/the-traveler-3,[<Message id=1384249074143985735 channel=<Thread id=1384249074143985735 name='The Traveler' parent=andrea-mowry owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 19:11:37
Designer A-F,andrea-mowry,The Daydreamer,,https://www.ravelry.com/patterns/library/the-daydreamer,[<Message id=1384249032624574524 channel=<Thread id=1384249032624574524 name='The Daydreamer' parent=andrea-mowry owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 19:11:27
Designer A-F,andrea-mowry,The Throwback,,https://www.ravelry.com/patterns/library/the-throwback,[<Message id=1384249069903417404 channel=<Thread id=1384249069903417404 name='The Throwback' parent=andrea-mowry owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 19:11:36
Designer A-F,andrea-mowry,The Throwover,,https://www.ravelry.com/patterns/library/the-throwover,[<Message id=1384249071656636437 channel=<Thread id=1384249071656636437 name='The Throwover' parent=andrea-mowry owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 19:11:36
Designer A-F,andrea-mowry,The Shift,Neckwear,https://www.ravelry.com/patterns/library/the-shift,[<Message id=1384249067969712150 channel=<Thread id=1384249067969712150 name='The Shift' parent=andrea-mowry owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 19:11:35
Designer A-F,andrea-mowry,Tessellated Pullover,,https://www.ravelry.com/patterns/library/tessellated-pullover,[<Message id=1384249028342186085 channel=<Thread id=1384249028342186085 name='Tessellated Pullover' parent=andrea-mowry owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 19:11:26
Designer A-F,andrea-mowry,Sustenance Slippers,Socks,https://www.ravelry.com/patterns/library/sustenance-slippers,[<Message id=1384249026077004039 channel=<Thread id=1384249026077004039 name='Sustenance Slippers' parent=andrea-mowry owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 19:11:25
Designer A-F,andrea-mowry,Stria,,https://www.ravelry.com/patterns/library/stria-3,[<Message id=1384247937357578385 channel=<Thread id=1384247937357578385 name='Stria' parent=andrea-mowry owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 19:07:06
Designer A-F,andrea-mowry,Tessellated Vest,Vest/Slipover,https://www.ravelry.com/patterns/library/tessellated-vest,[<Message id=1384249030623891507 channel=<Thread id=1384249030623891507 name='Tessellated Vest' parent=andrea-mowry owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 19:11:27
Designer A-F,andrea-mowry,STRIPES!,,https://www.ravelry.com/patterns/library/stripes-32,[<Message id=1384249024525111498 channel=<Thread id=1384249024525111498 name='STRIPES!' parent=andrea-mowry owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 19:11:25
Designer A-F,andrea-mowry,Sparky,,https://www.ravelry.com/patterns/library/sparky,[<Message id=1384247898165743799 channel=<Thread id=1384247898165743799 name='Sparky' parent=andrea-mowry owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 19:06:57
Designer A-F,andrea-mowry,Shifty,,https://www.ravelry.com/patterns/library/shifty-2,[<Message id=1384247894525214849 channel=<Thread id=1384247894525214849 name='Shifty' parent=andrea-mowry owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 19:06:56
Designer A-F,andrea-mowry,Stonecrop Cardi,,https://www.ravelry.com/patterns/library/stonecrop-cardi,[<Message id=1384247900045054144 channel=<Thread id=1384247900045054144 name='Stonecrop Cardi' parent=andrea-mowry owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 19:06:57
Designer A-F,andrea-mowry,Stonecrop Pullover,,https://www.ravelry.com/patterns/library/stonecrop-pullover,[<Message id=1384247902494523615 channel=<Thread id=1384247902494523615 name='Stonecrop Pullover' parent=andrea-mowry owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 19:06:58
Designer A-F,andrea-mowry,Shiftigan,,https://www.ravelry.com/patterns/library/shiftigan,[<Message id=1384247859993645177 channel=<Thread id=1384247859993645177 name='Shiftigan' parent=andrea-mowry owner_id=1377907505593847888 locked=False archived=True> type=<MessageType.default: 0> author=<Member id=1377907505593847888 name='Lil-bot' global_name=None bot=True nick=None guild=<Guild id=1384052827642658869 name='Real One Risen' shard_id=0 chunked=False member_count=2>> flags=<MessageFlags value=0>>],2025-06-16 19:06:47
